1478198376.389427,0316,8,05,21,68,09,21,21,00,6f,R
1478198376.389636,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.389864,0260,8,19,21,22,30,08,8e,6d,3a,R
1478198376.390096,02a0,8,64,00,9a,1d,97,02,bd,00,R
1478198376.390333,0329,8,40,bb,7f,14,11,20,00,14,R
1478198376.390574,0545,8,d8,00,00,8a,00,00,00,00,R
1478198376.393317,0002,8,00,00,00,00,00,03,0b,11,R
1478198376.393552,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.394175,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.394414,0130,8,08,80,00,ff,31,80,0b,7f,R
1478198376.394656,0131,8,e5,7f,00,00,48,7f,0b,ac,R
1478198376.394890,0140,8,00,00,00,00,08,22,2b,a3,R
1478198376.395242,0350,8,05,20,14,68,77,00,00,2e,R
1478198376.395972,043f,8,00,40,60,ff,7e,ce,08,00,R
1478198376.396220,0370,8,00,20,00,00,00,00,00,00,R
1478198376.396465,0440,8,ff,00,00,00,ff,ce,08,00,R
1478198376.399567,0316,8,05,21,68,09,21,21,00,6f,R
1478198376.399806,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.400036,0260,8,19,21,22,30,08,8e,6d,07,R
1478198376.400272,02a0,8,04,00,9a,1d,97,02,bd,00,R
1478198376.400512,0329,8,40,bb,7f,14,11,20,00,14,R
1478198376.400754,04f0,8,00,00,00,80,00,69,d1,13,R
1478198376.400997,0545,8,d8,00,00,8a,00,00,00,00,R
1478198376.403298,0430,8,00,00,00,00,00,00,00,00,R
1478198376.403529,04b1,8,29,27,27,23,00,00,00,9a,R
1478198376.403777,01f1,8,08,00,00,00,00,00,00,00,R
1478198376.404016,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.404260,0002,8,00,00,00,00,00,03,0c,42,R
1478198376.404508,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.405235,0350,8,05,20,24,68,77,00,00,1e,R
1478198376.405473,0130,8,0b,80,00,ff,45,80,0c,85,R
1478198376.405712,0131,8,0e,80,00,00,38,7f,0c,9b,R
1478198376.405952,0140,8,00,00,00,00,0a,21,2c,27,R
1478198376.406200,0370,8,00,20,00,00,00,00,00,00,R
1478198376.406442,043f,8,00,40,60,ff,7e,d0,08,00,R
1478198376.406684,0440,8,ff,00,00,00,ff,d0,08,00,R
1478198376.409484,05f0,2,01,00,00,00,00,00,00,00,R
1478198376.409723,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.409959,0260,8,19,21,22,30,08,8e,6d,18,R
1478198376.410185,02a0,8,24,00,9a,1d,97,02,bd,00,R
1478198376.410415,0316,8,05,21,68,09,21,21,00,6f,R
1478198376.410651,0329,8,40,bb,7f,14,11,20,00,14,R
1478198376.410903,0545,8,d8,00,00,88,00,00,00,00,R
1478198376.413336,0002,8,00,00,00,00,00,03,0d,5f,R
1478198376.413570,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.414158,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.414397,0130,8,0f,80,00,ff,37,80,0d,ba,R
1478198376.414638,0131,8,12,80,00,00,30,7f,0d,88,R
1478198376.414877,0140,8,00,00,00,00,0c,23,2d,a7,R
1478198376.415290,0350,8,05,20,34,68,77,00,00,0e,R
1478198376.416004,043f,8,00,40,60,ff,7e,cd,08,00,R
1478198376.416254,0370,8,00,20,00,00,00,00,00,00,R
1478198376.416494,00a0,8,5c,84,68,09,00,1f,02,00,R
1478198376.416737,00a1,8,80,89,00,00,24,00,00,00,R
1478198376.416979,0440,8,ff,00,00,00,ff,cd,08,00,R
1478198376.419391,0316,8,05,21,68,09,21,21,00,6f,R
1478198376.419629,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.419857,0260,8,19,21,21,30,08,8e,6d,2a,R
1478198376.420092,02a0,8,44,00,9a,1d,97,02,bd,00,R
1478198376.420330,0329,8,40,bb,7f,14,11,20,00,14,R
1478198376.420572,04f0,8,00,00,00,80,00,69,d1,13,R
1478198376.420845,0545,8,d8,00,00,88,00,00,00,00,R
1478198376.423325,0430,8,00,00,00,00,00,00,00,00,R
1478198376.423554,04b1,8,29,27,27,23,00,00,00,9a,R
1478198376.423802,01f1,8,08,00,00,00,00,00,00,00,R
1478198376.424040,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.424284,0002,8,00,00,00,00,00,03,0e,78,R
1478198376.424532,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.425294,0350,8,05,20,44,68,76,00,00,7f,R
1478198376.425530,0130,8,10,80,00,ff,21,80,0e,65,R
1478198376.425768,0131,8,05,80,00,00,36,7f,0e,9d,R
1478198376.426008,0140,8,00,00,00,00,0e,22,2e,cf,R
1478198376.426258,0370,8,00,20,00,00,00,00,00,00,R
1478198376.426501,043f,8,00,40,60,ff,7e,ca,08,00,R
1478198376.426745,0440,8,ff,00,00,00,ff,ca,08,00,R
1478198376.429386,0316,8,05,21,60,09,21,21,00,6f,R
1478198376.429626,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.429853,0260,8,19,21,22,30,08,8e,6d,3a,R
1478198376.430086,02a0,8,64,00,9a,1d,97,02,bd,00,R
1478198376.430324,0329,8,40,bb,7f,14,11,20,00,14,R
1478198376.430565,0545,8,d8,59,00,8a,00,00,00,00,R
1478198376.433305,0002,8,00,00,00,00,00,03,0f,65,R
1478198376.433537,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.434143,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.434385,0130,8,11,80,00,ff,1d,80,0f,07,R
1478198376.434621,0131,8,05,80,00,00,46,7f,0f,c8,R
1478198376.434866,0140,8,00,00,00,00,10,28,2f,01,R
1478198376.435227,0350,8,05,20,54,68,77,00,00,6e,R
1478198376.435932,043f,8,00,40,60,ff,7e,c9,08,00,R
1478198376.436182,0370,8,00,20,00,00,00,00,00,00,R
1478198376.436424,0440,8,ff,00,00,00,ff,c9,08,00,R
1478198376.439461,0316,8,05,22,60,09,22,21,00,6f,R
1478198376.439698,018f,8,fe,5b,00,00,00,3c,00,00,R
1478198376.439930,0260,8,19,22,22,30,08,8e,71,03,R
1478198376.440166,02a0,8,04,00,9a,1d,97,02,bd,00,R
1478198376.440400,0329,8,86,bb,7f,14,11,20,00,14,R
1478198376.440642,04f0,8,00,00,00,80,00,69,d1,13,R
1478198376.440886,0545,8,d8,00,00,8a,00,00,00,00,R
1478198376.441182,0690,8,00,00,00,00,a0,22,00,00,R
1478198376.443326,0430,8,00,00,00,00,00,00,00,00,R
1478198376.443541,04b1,8,29,27,27,23,00,00,00,9a,R
1478198376.443789,01f1,8,08,00,00,00,00,00,00,00,R
1478198376.444027,0153,8,00,21,10,ff,00,ff,00,00,R
1478198376.444273,0002,8,00,00,00,00,00,03,00,de,R
1478198376.444521,02c0,8,14,00,00,00,00,00,00,00,R
1478198376.445267,0350,8,05,20,64,68,77,00,00,5e,R
1478198376.445509,0130,8,15,80,00,ff,1f,80,00,d6,R
1478198376.445745,0131,8,0e,80,00,00,55,7f,00,d2,R
1478198376.445987,0140,8,00,00,00,00,12,33,20,83,R
1478198376.446237,0370,8,00,20,00,00,00,00,00,00,R
1478198376.446480,043f,8,00,40,60,ff,7e,c9,08,00,R
1478198376.446729,0440,8,ff,00,00,00,ff,c9,08,00,R
1478198376.449617,0316,8,05,22,60,09,22,21,00,6f,R
1478198376.449852,018f,8,fe,5b,00,00,00,3c,00,00,R
