1478198376,316,8,5,21,68,9,21,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,21,22,30,8,8e,6d,3a,R
1478198376,02a0,8,64,0,9a,1d,97,2,bd,0,R
1478198376,329,8,40,bb,7f,14,11,20,0,14,R
1478198376,545,8,d8,0,0,8a,0,0,0,0,R
1478198376,2,8,0,0,0,0,0,3,0b,11,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,130,8,8,80,0,ff,31,80,0b,7f,R
1478198376,131,8,e5,7f,0,0,48,7f,0b,ac,R
1478198376,140,8,0,0,0,0,8,22,2b,a3,R
1478198376,350,8,5,20,14,68,77,0,0,2e,R
1478198376,043f,8,0,40,60,ff,7e,ce,8,0,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,440,8,ff,0,0,0,ff,ce,8,0,R
1478198376,316,8,5,21,68,9,21,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,21,22,30,8,8e,6d,7,R
1478198376,02a0,8,4,0,9a,1d,97,2,bd,0,R
1478198376,329,8,40,bb,7f,14,11,20,0,14,R
1478198376,04f0,8,0,0,0,80,0,69,d1,13,R
1478198376,545,8,d8,0,0,8a,0,0,0,0,R
1478198376,430,8,0,0,0,0,0,0,0,0,R
1478198376,04b1,8,29,27,27,23,0,0,0,9a,R
1478198376,01f1,8,8,0,0,0,0,0,0,0,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,2,8,0,0,0,0,0,3,0c,42,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,350,8,5,20,24,68,77,0,0,1e,R
1478198376,130,8,0b,80,0,ff,45,80,0c,85,R
1478198376,131,8,0e,80,0,0,38,7f,0c,9b,R
1478198376,140,8,0,0,0,0,0a,21,2c,27,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,043f,8,0,40,60,ff,7e,d0,8,0,R
1478198376,440,8,ff,0,0,0,ff,d0,8,0,R
1478198376,05f0,2,1,0,R,,,,,,
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,21,22,30,8,8e,6d,18,R
1478198376,02a0,8,24,0,9a,1d,97,2,bd,0,R
1478198376,316,8,5,21,68,9,21,21,0,6f,R
1478198376,329,8,40,bb,7f,14,11,20,0,14,R
1478198376,545,8,d8,0,0,88,0,0,0,0,R
1478198376,2,8,0,0,0,0,0,3,0d,5f,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,130,8,0f,80,0,ff,37,80,0d,ba,R
1478198376,131,8,12,80,0,0,30,7f,0d,88,R
1478198376,140,8,0,0,0,0,0c,23,2d,a7,R
1478198376,350,8,5,20,34,68,77,0,0,0e,R
1478198376,043f,8,0,40,60,ff,7e,cd,8,0,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,00a0,8,5c,84,68,9,0,1f,2,0,R
1478198376,00a1,8,80,89,0,0,24,0,0,0,R
1478198376,440,8,ff,0,0,0,ff,cd,8,0,R
1478198376,316,8,5,21,68,9,21,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,21,21,30,8,8e,6d,2a,R
1478198376,02a0,8,44,0,9a,1d,97,2,bd,0,R
1478198376,329,8,40,bb,7f,14,11,20,0,14,R
1478198376,04f0,8,0,0,0,80,0,69,d1,13,R
1478198376,545,8,d8,0,0,88,0,0,0,0,R
1478198376,430,8,0,0,0,0,0,0,0,0,R
1478198376,04b1,8,29,27,27,23,0,0,0,9a,R
1478198376,01f1,8,8,0,0,0,0,0,0,0,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,2,8,0,0,0,0,0,3,0e,78,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,350,8,5,20,44,68,76,0,0,7f,R
1478198376,130,8,10,80,0,ff,21,80,0e,65,R
1478198376,131,8,5,80,0,0,36,7f,0e,9d,R
1478198376,140,8,0,0,0,0,0e,22,2e,cf,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,043f,8,0,40,60,ff,7e,ca,8,0,R
1478198376,440,8,ff,0,0,0,ff,ca,8,0,R
1478198376,316,8,5,21,60,9,21,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,21,22,30,8,8e,6d,3a,R
1478198376,02a0,8,64,0,9a,1d,97,2,bd,0,R
1478198376,329,8,40,bb,7f,14,11,20,0,14,R
1478198376,545,8,d8,59,0,8a,0,0,0,0,R
1478198376,2,8,0,0,0,0,0,3,0f,65,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,130,8,11,80,0,ff,1d,80,0f,7,R
1478198376,131,8,5,80,0,0,46,7f,0f,c8,R
1478198376,140,8,0,0,0,0,10,28,2f,1,R
1478198376,350,8,5,20,54,68,77,0,0,6e,R
1478198376,043f,8,0,40,60,ff,7e,c9,8,0,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,440,8,ff,0,0,0,ff,c9,8,0,R
1478198376,316,8,5,22,60,9,22,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,22,22,30,8,8e,71,3,R
1478198376,02a0,8,4,0,9a,1d,97,2,bd,0,R
1478198376,329,8,86,bb,7f,14,11,20,0,14,R
1478198376,04f0,8,0,0,0,80,0,69,d1,13,R
1478198376,545,8,d8,0,0,8a,0,0,0,0,R
1478198376,690,8,0,0,0,0,a0,22,0,0,R
1478198376,430,8,0,0,0,0,0,0,0,0,R
1478198376,04b1,8,29,27,27,23,0,0,0,9a,R
1478198376,01f1,8,8,0,0,0,0,0,0,0,R
1478198376,153,8,0,21,10,ff,0,ff,0,0,R
1478198376,2,8,0,0,0,0,0,3,0,de,R
1478198376,02c0,8,14,0,0,0,0,0,0,0,R
1478198376,350,8,5,20,64,68,77,0,0,5e,R
1478198376,130,8,15,80,0,ff,1f,80,0,d6,R
1478198376,131,8,0e,80,0,0,55,7f,0,d2,R
1478198376,140,8,0,0,0,0,12,33,20,83,R
1478198376,370,8,0,20,0,0,0,0,0,0,R
1478198376,043f,8,0,40,60,ff,7e,c9,8,0,R
1478198376,440,8,ff,0,0,0,ff,c9,8,0,R
1478198376,316,8,5,22,60,9,22,21,0,6f,R
1478198376,018f,8,fe,5b,0,0,0,3c,0,0,R
1478198376,260,8,19,22,22,30,8,8e,71,14,R
1478198376,02a0,8,24,0,9a,1d,97,2,bd,0,R
